POSTED_BY,UNDER_CONSTRUCTION,RERA,BHK_NO.,BHK_OR_RK,SQUARE_FT,READY_TO_MOVE,RESALE,LONGITUDE,LATITUDE,PRICE
Dealer,1,1,2,BHK,1152.308252,0,1,21.17,72.83,31.7
Dealer,0,1,3,BHK,745.4323995,1,1,28.450804,77.29956,30.6
Owner,0,0,2,BHK,760.5016922,1,1,22.54111,88.33778,38.2
Owner,0,1,3,BHK,1495.162709,1,1,28.5035,77.426447,85
Dealer,1,0,2,BHK,907.1117562,0,0,30.712867,76.648557,25
Owner,0,0,1,BHK,468.0851064,1,1,17.524875,73.520142,11
Owner,0,0,2,BHK,651.8904824,1,1,28.9927,77.6824,15
Dealer,1,0,2,BHK,630.0114548,0,1,22.67,88.35,22
Dealer,1,1,3,BHK,2150.304083,0,1,21.143354,72.770931,99
Dealer,1,1,2,BHK,626.2135922,0,0,13.055985,77.622157,64.5
Dealer,0,0,2,BHK,1017.293998,1,1,19.061701,73.080488,110
Owner,0,1,2,BHK,1224.177506,1,1,58.69175268,-117.0016994,32
Dealer,0,0,3,BHK,1214.329083,1,1,24.69028,78.41889,100
Owner,0,0,2,BHK,1250,1,1,12.9255,77.6765,60
Dealer,0,1,3,BHK,1974.103163,1,1,12.87004,77.673275,93
Owner,0,0,2,BHK,914.0767824,1,1,12.86,77.786,40
Dealer,1,1,3,BHK,979.7746518,0,0,19.222101,72.988231,140
Dealer,0,0,1,BHK,655.0218341,1,1,18.973908,73.025106,45
Dealer,0,1,3,BHK,2067.649242,1,1,19.05871,72.89969,390
Dealer,0,0,1,BHK,730.0204918,1,1,19.049989,73.077321,57
Builder,0,0,3,BHK,1225.114855,1,0,24.69028,78.41889,40
Owner,0,0,2,BHK,1000,1,1,29.741039,78.530138,25
Dealer,0,1,2,BHK,1329.787234,1,1,31.261414,75.589997,40
Dealer,0,0,3,BHK,1310.125398,1,1,22.54111,88.33778,70
Owner,0,0,2,BHK,1050.119332,1,1,26.91868,75.750399,44
Dealer,1,0,2,BHK,1099.00174,0,1,19.239813,72.962722,120
Dealer,0,0,2,BHK,741.1851904,1,1,19.05444,72.84056,420
Owner,0,0,3,BHK,1404.180629,1,1,12.852041,77.616315,88
Dealer,1,1,2,BHK,576.7012687,0,0,19.161955,72.839616,130
Owner,0,0,2,BHK,1267.197683,1,1,31.682414,74.90751,35
Dealer,0,1,1,BHK,576,1,1,19.249861,72.963866,72
Dealer,0,1,1,BHK,418.9066536,1,1,19.05871,72.89969,120
Dealer,0,0,4,BHK,2591.722686,1,1,18.556218,73.811303,320
Dealer,0,0,2,BHK,1129.908619,1,1,19.076466,72.999804,91.5
Owner,1,0,2,BHK,900.2770083,0,1,10.794455,79.151794,13
Dealer,0,1,2,BHK,1285.21997,1,1,28.9196,76.8972,52
Dealer,0,0,3,BHK,2356.432187,1,1,18.558319,73.77588,270
Dealer,0,0,3,BHK,1425.178147,1,1,13.035866,80.135164,60
Dealer,0,0,3,BHK,1705.708438,1,1,9.930471,76.271273,75
Dealer,0,0,3,BHK,906.6666667,1,1,19.18,72.96333,170
Dealer,0,1,2,BHK,1159.885796,1,1,12.96991,77.59796,65
Owner,0,1,2,BHK,1250,1,1,27.553339,78.673469,32
Owner,0,0,2,BHK,1080.139373,1,1,23.2257,72.51679,31
Dealer,0,0,2,BHK,926.0484191,1,1,18.749,74.3422,70
Dealer,0,0,2,BHK,1000,1,1,28.716907,77.124699,70
Dealer,0,0,2,BHK,1150.012778,1,1,28.38016,77.369936,45
Dealer,0,1,3,BHK,1263.823065,1,1,19.222101,72.988231,120
Dealer,0,1,2,BHK,1342.826244,1,1,28.542768,77.365736,74.5
Owner,0,1,3,BHK,1364.15853,1,1,12.863589,77.656426,95
Dealer,0,0,2,BHK,900.0090001,1,1,19.239813,72.962722,100
Owner,0,0,2,BHK,892.0606601,1,1,19.175341,72.942634,60
Dealer,0,0,1,BHK,593.8927627,1,1,24.69028,78.41889,24.7
Dealer,0,0,3,BHK,1181.553004,1,1,19.05871,72.89969,320
Dealer,0,1,2,BHK,1315.053162,1,1,30.662283,76.822397,47
Dealer,0,0,2,BHK,1071.080818,1,1,19.249861,72.963866,110
Dealer,0,0,2,BHK,905.0546448,1,1,20.098413,79.10786,53
Dealer,0,1,3,BHK,1485.009807,1,1,30.662283,76.822397,53
Owner,0,0,2,BHK,1388.888889,1,1,30.593562,76.417319,45
Dealer,0,0,2,BHK,1100.352113,1,1,22.12947,73.41756,25
Owner,0,0,3,BHK,1586.914063,1,1,19.894104,102.136839,65
Builder,1,0,2,BHK,1102.236422,0,0,10.52,76.21,48.3
Dealer,0,0,3,BHK,1880.141011,1,1,19.038205,73.06612,160
Dealer,1,1,3,BHK,1297.989031,0,1,19.4559,72.8114,63.9
Dealer,0,1,3,BHK,2046.38472,1,1,28.47944,76.971432,120
Dealer,0,1,3,BHK,1699.716714,1,1,31.09256,75.51919,72
Dealer,0,0,2,BHK,1250,1,1,19.019169,73.014086,140
Owner,0,0,3,BHK,981.3084112,1,1,22.835481,86.221099,21
Dealer,0,0,2,BHK,1095.290252,1,1,19.038205,73.06612,120
Dealer,0,0,2,BHK,1050.019091,1,1,19.256471,72.868815,110
Dealer,1,1,1,BHK,498.2964225,0,1,19.35269,72.864824,23.4
Owner,0,0,1,BHK,650.0956023,1,1,22.66667,75.75,17
Owner,0,0,1,BHK,645.9770115,1,1,12.96991,77.59796,28.1
Dealer,0,0,2,BHK,1060.114742,1,1,23.234655,72.651815,85
Dealer,0,1,2,BHK,1120.657452,1,1,24.69028,78.41889,120
Builder,1,1,3,BHK,1570.247934,0,0,22.312358,73.145436,38
Owner,0,0,3,BHK,1527.183873,1,1,12.879728,77.650297,100
Dealer,0,0,2,BHK,1045.10451,1,1,19.072166,72.986798,76
Dealer,0,0,3,BHK,2556.890821,1,1,28.378021,77.063066,200
Dealer,0,0,2,BHK,1365,1,1,26.930121,75.790763,81.9
Owner,0,0,1,BHK,553.0682117,1,1,18.48333,74.13333,21
Dealer,0,0,2,BHK,1273.12897,1,1,28.431862,77.351104,46.1
Owner,0,0,3,BHK,1536.09831,1,1,26.766594,80.949809,120
Dealer,0,0,2,BHK,659.0038314,1,1,18.205923,72.999182,86
Owner,0,1,2,BHK,1010.10101,1,1,28.560719,77.386208,48
Owner,0,0,1,BHK,610.0422337,1,1,18.52361,73.84778,26
Dealer,1,1,2,BHK,1084,0,1,24.6902,78.416,81.3
Owner,0,0,3,BHK,1525.010167,1,1,28.535783,77.400502,150
Dealer,0,1,2,BHK,1073.138517,1,1,21.56128,74.21238,65
Dealer,0,0,2,BHK,1032.204789,1,1,19.038205,73.06612,100
Dealer,1,1,2,BHK,731.7073171,0,0,22.056816,73.10999,21.9
Dealer,0,0,3,BHK,1840.168244,1,1,22.54111,88.33778,140
Owner,0,0,2,BHK,1274.078568,1,1,23.232556,77.429783,84
Dealer,0,1,3,BHK,2060.641743,1,1,12.9958935,77.761394,140
Dealer,1,0,2,BHK,790.3225806,0,1,26.724219,88.326357,24.5
Owner,0,0,3,BHK,1250,1,1,27.545136,76.650497,25
Dealer,0,1,1,BHK,606.0173963,1,1,31.292091,75.543763,170
Dealer,0,1,2,BHK,1180.080245,1,1,28.509982,77.05185,100
Dealer,0,0,2,BHK,1300.091771,1,1,24.69028,78.41889,85
Dealer,0,0,2,BHK,1150.306748,1,1,26.115994,91.78465,37.5
Dealer,0,0,3,BHK,1529.411765,1,1,19.049822,73.067595,130
Owner,0,0,2,BHK,1150.109062,1,1,28.6423,77.3445,58
Dealer,1,1,2,BHK,1267.719258,0,1,18.097689,74.735239,110
Dealer,0,0,3,BHK,1820.072803,1,1,18.558319,73.77588,140
Dealer,0,1,2,BHK,1100.110011,1,1,24.69028,78.41889,60
Dealer,0,0,2,BHK,1373.567412,1,1,19.014858,72.8662,320
Dealer,0,1,4,BHK,3539.823009,1,1,28.522931,77.357078,220
Owner,1,0,2,BHK,1250,0,1,17.47111,78.50944,60
Dealer,0,0,1,BHK,715.098326,1,1,18.452663,73.93104,44
Owner,0,0,2,BHK,1180.327869,1,1,21.244392,81.671075,36
Dealer,0,0,1,BHK,460.0141543,1,1,18.205923,72.999182,65
Owner,0,0,3,BHK,1750.448833,1,1,30.6665,76.8625,58.5
Owner,0,0,2,BHK,1250,1,1,16.535675,80.583436,45
Owner,0,0,1,BHK,454.5454545,1,1,9.91966,78.11939,14.7
Dealer,0,1,2,BHK,1156.25,1,1,30.662283,76.822397,37
Dealer,0,1,4,BHK,3017.170443,1,1,19.1759,72.9522,550
Owner,0,0,3,BHK,1275.148767,1,1,25.112376,75.856488,45
Dealer,0,0,2,BHK,789.4736842,1,1,12.91668,77.59196,150
Dealer,0,1,3,BHK,1464.128843,1,1,19.283359,72.864964,120
Dealer,0,0,1,BHK,744.7402718,1,1,19.05871,72.89969,160
Dealer,0,0,4,BHK,2197.260274,1,1,28.874383,77.113251,80.2
Dealer,0,0,2,BHK,1262.980634,1,1,19.221571,73.042474,180
Dealer,0,0,3,BHK,2500,1,1,28.568966,77.335388,150
Dealer,0,0,2,BHK,1096.057239,1,1,19.957301,73.839897,72
Owner,0,0,2,BHK,900.090009,1,1,28.9196,76.8972,40
Dealer,1,1,2,BHK,636.682243,0,1,25.427367,81.945121,21.8
Dealer,1,0,3,BHK,1750.164078,0,1,28.4729,77.0474,80
Owner,0,0,3,BHK,2840.909091,1,1,28.874383,77.113251,60
Owner,0,0,3,BHK,1078.705553,1,1,22.6581,88.3852,27
Owner,0,0,2,BHK,1199.563795,1,1,21.631476,72.980438,22
Owner,1,1,3,BHK,1575,0,1,30.662283,76.822397,69.3
Dealer,0,0,2,BHK,1020.049244,1,1,30.760351,76.7889,58
Dealer,0,0,3,BHK,1904.761905,1,1,26.894117,75.830052,100
Owner,0,0,3,BHK,1125.304136,1,1,28.66667,77.41667,37
Dealer,1,1,1,BHK,462.7862595,0,0,18.96667,72.83333,87.3
Dealer,0,0,3,BHK,1301.78421,1,1,19.035407,73.065449,170
Owner,0,0,2,BHK,1199.887069,1,1,12.928575,77.585721,85
Dealer,0,0,3,BHK,1606.217617,1,1,26.109987,91.748271,62
Dealer,0,0,1,BHK,556.0851605,1,1,24.69028,78.41889,35
Owner,0,1,3,BHK,1501.812532,1,1,18.475864,73.890009,87
Dealer,0,0,3,BHK,1073.913043,1,1,22.682359,88.355021,24.7
Owner,0,0,2,BHK,1290.322581,1,1,24.395822,78.989627,48
Dealer,0,1,3,BHK,1377.593361,1,1,30.662283,76.822397,49.8
Dealer,1,1,2,BHK,873.6608792,0,1,19.076057,73.097319,47.3
Dealer,0,1,2,BHK,473.8302934,1,1,28.394375,77.357227,23.9
Dealer,1,0,2,BHK,1265.130808,0,1,24.69028,78.41889,64.8
Owner,0,0,3,BHK,1431.560401,1,1,15.462648,73.804488,130
Dealer,0,1,3,BHK,1721.170396,1,1,28.602325,77.401994,130
Owner,0,0,1,BHK,658.0016247,1,1,22.24124,73.200301,16.2
Dealer,0,0,3,BHK,2155.94682,1,1,12.9958935,77.761394,180
Builder,1,1,1,BHK,457.612203,0,0,18.637802,73.745912,31.2
Owner,0,0,3,BHK,1406.110188,1,1,13.11389,77.59833,110
Dealer,0,0,3,BHK,1351.849576,1,1,18.484943,73.904242,110
Dealer,0,0,3,BHK,1330.555556,1,1,22.69995,88.390833,47.9
Owner,0,0,1,BHK,750.122971,1,1,20.75,73.68333,30.5
Owner,0,0,3,BHK,1215.066829,1,1,30.662283,76.822397,30
Dealer,0,1,2,BHK,870.385906,1,1,18.595456,73.946088,41.5
Dealer,1,1,3,BHK,1800.110436,0,1,30.662283,76.822397,65.2
Dealer,0,0,3,BHK,1380.195795,1,1,18.578765,73.890693,86
Owner,0,0,2,BHK,850.0772798,1,1,16.485583,80.662422,22
Owner,0,0,1,BHK,562.2913372,1,1,18.5823,73.983,32
Dealer,1,0,3,BHK,1420.185571,0,1,12.901969,74.835337,75
Dealer,0,0,3,BHK,1798.410707,1,1,30.664299,76.817624,43
Owner,0,0,2,BHK,890.0316456,1,1,12.984808,80.260671,90
Dealer,0,0,2,BHK,1199.982546,1,1,18.96,72.82,550
Dealer,0,0,3,BHK,1200.274348,1,1,12.863492,77.74143,35
Owner,0,0,4,BHK,1250,1,1,23.276856,77.394197,29
Owner,0,0,2,BHK,924.9471459,1,1,16.643818,74.171514,35
Owner,0,0,3,BHK,1000,1,1,26.898139,75.749677,38
Dealer,0,0,2,BHK,1263.94052,1,1,28.874383,77.113251,34
Dealer,1,1,2,BHK,1170.094839,0,1,18.966114,73.148278,95
Owner,0,0,1,BHK,650.0847937,1,1,30.872533,75.881216,11.5
Dealer,0,0,2,BHK,1160.092807,1,1,12.96991,77.59796,45
Owner,0,0,1,BHK,520.1560468,1,1,17.4569,78.5335,12
Dealer,0,0,2,BHK,1040.582726,1,1,18.96667,72.83333,220
Dealer,0,1,2,BHK,1320.233344,1,1,26.900926,75.775927,43
Owner,0,1,2,BHK,884.8080134,1,1,26.900926,75.775927,26.5
Dealer,0,0,2,BHK,1381.079215,1,1,19.048979,73.078232,140
Owner,0,0,3,BHK,1401.206101,1,1,12.9155,77.5584,79
Builder,1,1,1,BHK,609.6551724,0,0,11.074387,77.01851,22.1
Dealer,0,1,2,BHK,1075.032909,1,1,19.078847,73.107573,49
Owner,0,1,3,BHK,1680.244399,1,1,12.863589,77.656426,99
Dealer,0,0,3,BHK,970.3085581,1,1,19.2836,72.8675,100
Owner,0,0,3,BHK,1555.299539,1,1,26.724219,88.326357,67.5
Dealer,0,0,2,BHK,1129.943503,1,1,24.69028,78.41889,190
Dealer,0,0,2,BHK,860.0158772,1,1,19.1955,72.8728,130
Owner,1,0,2,BHK,2600.472813,0,1,17.342126,82.615288,99
Builder,1,0,2,BHK,830,0,0,13.04394,80.17251,66.4
Owner,0,0,2,BHK,1200.111638,1,1,9.9449,76.2534,43
Owner,0,0,2,BHK,953.1590414,1,1,13.1479,77.4179,35
Dealer,0,0,2,BHK,952.3809524,1,1,18.96667,72.83333,160
Owner,0,1,4,BHK,1944.742489,1,1,30.662283,76.822397,72.5
Dealer,0,0,3,BHK,1150,1,1,19.05871,72.89969,230
Owner,0,0,3,BHK,849.0165558,1,1,22.494831,88.370567,60
Dealer,0,1,3,BHK,1773.049645,1,1,12.86,77.786,110
Owner,0,0,2,BHK,1300.052002,1,1,26.886881,80.99442,75
Builder,1,1,3,BHK,1500,0,0,17.546483,78.480303,57
Owner,0,0,1,BHK,459.9725974,1,1,18.75,73.08,23.5
Owner,0,1,2,BHK,1218.701529,1,1,12.896796,77.5724,110
Dealer,0,1,1,BHK,567.2131148,1,1,19.6394,72.7256,17.3
Owner,0,0,1,BHK,513.3333333,1,1,18.347616,73.586463,15.4
Owner,0,0,1,BHK,550.0550055,1,1,16.687388,74.203423,25
Owner,0,1,3,BHK,1840.225157,1,1,28.507373,77.386719,85
Builder,0,1,3,BHK,1721.875,1,0,29.9055,75.2547,55.1
Dealer,1,1,2,BHK,772.0631904,0,1,18.96667,72.83333,130
Dealer,0,1,2,BHK,824.0317627,1,1,19.255098,72.9815265,110
Dealer,1,1,3,BHK,1388.235294,0,1,26.86056,80.91583,47.2
Dealer,0,0,2,BHK,1250,1,1,19.12775,72.827595,52
Dealer,0,0,3,BHK,1125.080593,1,1,30.74,76.65,34.9
Dealer,0,1,3,BHK,1804.966096,1,1,19.12,72.91,370
Owner,0,0,2,BHK,1050.052503,1,1,12.96991,77.59796,60
Dealer,0,1,3,BHK,845.5944529,1,0,18.966114,73.148278,100
Dealer,0,0,1,BHK,700,1,1,19.2836,72.8675,56
Owner,0,0,2,BHK,908.832718,1,1,9.978538,76.301221,32
Owner,1,1,3,BHK,1391.035549,0,1,26.832353,75.841749,45
Owner,0,0,2,BHK,972.2222222,1,1,23.126218,72.628827,28
Dealer,0,0,2,BHK,777.1428571,1,1,19.2361,72.8338,170
Dealer,0,1,2,BHK,1193.00106,1,1,18.47372,73.867323,90
Owner,0,0,2,BHK,990.0990099,1,1,12.80009,77.71182,35
Owner,1,0,1,BHK,397.6514545,0,1,22.750413,70.492714,14.9
Owner,1,1,2,BHK,899.8691099,0,1,12.896796,77.5724,55
Dealer,0,0,1,BHK,639.9317406,1,1,19.216097,72.821721,45
Dealer,0,0,1,BHK,680.9669731,1,1,19.213466,72.835096,100
Dealer,0,1,1,BHK,555.5555556,1,0,13.048973,80.248296,100
Dealer,1,1,2,BHK,1173.062998,0,1,12.9958935,77.761394,81
Dealer,0,0,2,BHK,1087.150241,1,1,22.648322,88.4431525,61
Owner,0,0,3,BHK,750.085237,1,1,23.258447,77.44113,22
Dealer,0,0,2,BHK,1000,1,1,18.488418,73.871152,85
Dealer,0,1,3,BHK,1593.272848,1,1,28.9196,76.8972,72
Owner,0,0,2,BHK,950.0542888,1,1,26.936483,75.839212,35
Dealer,0,1,2,BHK,951.1077158,1,1,28.44414,77.465898,24.9
Dealer,1,0,3,BHK,1500,0,1,18.5438,73.9438,75
Dealer,0,1,3,BHK,1885.197562,1,1,30.66486,76.706107,95.9
Dealer,0,0,2,BHK,1240.096452,1,1,30.662283,76.822397,36
Owner,1,1,3,BHK,1415.428167,0,1,19.32,84.78,40
Owner,0,0,2,BHK,1240.221332,1,1,20.75,78.61667,65
Dealer,0,1,2,BHK,812.9346942,1,1,24.69028,78.41889,90
Dealer,0,0,3,BHK,1647.898929,1,1,28.537227,77.370417,120
Dealer,0,1,2,BHK,1200.05275,1,1,19.2836,72.8675,91
Owner,0,0,3,BHK,1434.901878,1,1,13.0583,77.5732,68
Dealer,0,1,2,BHK,1215.168657,1,1,12.863386,74.869779,58
Owner,0,0,2,BHK,960.0180709,1,1,13.09,80.27,85
Owner,0,1,3,BHK,2295.492487,1,1,30.696627,76.693764,110
Owner,0,0,2,BHK,1000,1,1,17.638457,83.124941,19.5
Dealer,1,1,3,BHK,1764.446405,0,1,12.8855,77.5638,160
Owner,0,1,2,BHK,1242.043161,1,1,12.86,77.786,80
Owner,1,0,2,BHK,800,0,1,25.30694,83.00611,26
Owner,0,0,2,BHK,850.1594049,1,1,21.765,72.13694,24
Owner,0,0,1,BHK,450.0281268,1,1,28.432682,77.322604,24
Owner,0,1,1,BHK,678.119349,1,1,18.75,73.08,30
Dealer,0,0,3,BHK,1844.28929,1,1,12.96991,77.59796,140
Dealer,0,1,2,BHK,1015.123265,1,1,24.69028,78.41889,49
Owner,0,0,2,BHK,932.8358209,1,1,26.900926,75.775927,25
Owner,0,0,3,BHK,1654.575538,1,1,26.696758,90.513797,130
Dealer,1,1,1,BHK,470.388649,0,1,18.5823,73.983,30.5
Dealer,0,0,3,BHK,1910.04313,1,1,30.662283,76.822397,62
Owner,0,0,2,BHK,1179.673321,1,1,12.91,77.48,39
Dealer,0,1,2,BHK,1025.056948,1,1,21.56128,74.21238,54
Dealer,0,1,4,BHK,2200.220022,1,0,30.594843,76.84983,60
Owner,1,1,1,BHK,599.1611744,0,1,26.900926,75.775927,20
Dealer,0,0,2,BHK,1100.060277,1,1,19.30405,72.813559,73
Owner,1,1,2,BHK,1256.862179,0,1,13.055985,77.622157,87
Dealer,0,0,3,BHK,1355.199135,1,1,12.265026,76.62469,75.2
Owner,0,0,3,BHK,1033.295063,1,1,21.706242,73.017227,45
Dealer,0,1,2,BHK,1304.052997,1,1,19.1145,72.8712,250
Dealer,0,0,3,BHK,1400.124456,1,1,18.5956,73.7981,90
Dealer,0,0,2,BHK,800,1,1,19.049214,73.072916,81
Dealer,0,1,3,BHK,2169.854166,1,1,19.1615,72.8731,430
Dealer,0,0,1,BHK,569.1056911,1,1,9.967,76.2998,28
Dealer,0,0,1,BHK,620.0455223,1,1,19.216097,72.821721,79
Owner,0,0,2,BHK,730.1808067,1,1,22.759741,75.889532,21
Owner,0,1,2,BHK,1075.268817,1,1,16.494167,80.598886,34
Builder,0,0,2,BHK,1184.090909,1,0,11.026678,76.903583,52.1
Owner,0,0,2,BHK,1100,1,1,23.694909,86.939424,22
Dealer,0,0,3,BHK,1640.28777,1,1,28.66667,77.41667,57
Owner,0,0,2,BHK,715.0518413,1,1,26.88,75.8057,20
Owner,0,0,1,BHK,564.2633229,1,1,26.773189,75.61191,9
Owner,0,0,3,BHK,1500.375094,1,1,23.185756,77.498465,40
Owner,0,0,1,BHK,750.1875469,1,1,21.7,72.96667,20
Dealer,1,1,2,BHK,515.6445557,0,0,28.38016,77.369936,20.6
Dealer,0,0,2,BHK,1037.79296,1,1,28.59863,77.333939,120
Dealer,0,1,2,BHK,574.0393627,1,1,28.406388,77.342588,24.5
Builder,0,0,2,BHK,1179.813594,1,0,12.327102,76.586441,51.9
Dealer,1,1,3,BHK,83212.07712,0,0,18.627,73.7829,9150
Dealer,0,0,2,BHK,1147.028154,1,1,22.54111,88.33778,55
Dealer,0,1,3,BHK,1353.236607,1,1,28.5041,77.381557,48.5
Dealer,1,1,3,BHK,1688.235294,0,1,20.26444,85.82806,57.4
Owner,0,1,3,BHK,1900.538486,1,1,25.44862,78.56962,60
Dealer,1,1,4,BHK,3486.055777,0,1,30.654128,76.732427,140
Dealer,1,0,2,BHK,819.1747573,0,1,11,76.96667,27
Owner,0,0,1,BHK,600,1,1,15.62,73.767,33
Dealer,0,0,2,BHK,1199.878493,1,1,12.88784,77.654131,79
Dealer,0,1,2,BHK,1079.830312,1,1,28.560719,77.386208,56
Owner,1,1,3,BHK,1650.165017,0,1,28.579845,77.403693,70
Dealer,0,0,2,BHK,1150.054765,1,1,28.9196,76.8972,63
Dealer,0,0,2,BHK,1042.558737,1,1,19.124896,72.893503,280
Owner,0,0,4,BHK,2632.040709,1,1,13.0318,77.6583,150
Dealer,0,0,3,BHK,2040.370977,1,1,28.394375,77.357227,74.8
Owner,0,0,2,BHK,796.5686275,1,1,15.292135,73.9621265,26
Dealer,0,0,2,BHK,1080.050826,1,1,24.69028,78.41889,68
Owner,1,0,2,BHK,966.8508287,0,1,13.33222,74.74611,35
Builder,0,0,3,BHK,1600,1,0,16.47431,80.71281,62.4
Dealer,0,0,2,BHK,820.0168209,1,1,19.186352,73.046893,39
